"ICD","Description","ICA","LGPS","RF","Lasso"
"N859","Nichtentzündliche Krankheit des Uterus, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N870","Niedriggradige Dysplasie der Cervix uteri",2141,2127.5,1984.5,1838
"N882","Striktur und Stenose der Cervix uteri",2141,2127.5,1984.5,1838
"N898","Sonstige näher bezeichnete nichtentzündliche Krankheiten der Vagina",2141,2127.5,1984.5,1838
"N901","Mittelgradige Dysplasie der Vulva",2141,2127.5,1984.5,1838
"N904","Leukoplakie der Vulva",2141,2127.5,1984.5,1838
"N905","Atrophie der Vulva",2141,2127.5,1984.5,1838
"N906","Hypertrophie der Vulva",2141,2127.5,1984.5,1838
"N930","Postkoitale Blutung und Kontaktblutung",2141,2127.5,1984.5,1838
"N948","Sonstige näher bezeichnete Zustände im Zusammenhang mit den weiblichen Genitalorganen und dem Menstruationszyklus",2141,2127.5,1984.5,1838
"N949","Nicht näher bezeichneter Zustand im Zusammenhang mit den weiblichen Genitalorganen und dem Menstruationszyklus",2141,2127.5,1984.5,1838
"N970","Sterilität der Frau in Verbindung mit fehlender Ovulation",2141,2127.5,1984.5,1838
"N981","Hyperstimulation der Ovarien",2141,2127.5,1984.5,1838
"N992","Postoperative Adhäsionen der Vagina",2141,2127.5,1984.5,1838
"N994","Peritoneale Adhäsionen im Becken nach medizinischen Maßnahmen",2141,2127.5,1984.5,1838
"N995","Funktionsstörung eines äußeren Stomas des Harntraktes",2141,2127.5,1984.5,1838
"O001","Tubargravidität",2141,2127.5,1984.5,1838
"O028","Sonstige näher bezeichnete abnorme Konzeptionsprodukte",2141,2127.5,1984.5,1838
"O033","Spontanabort: Inkomplett, mit sonstigen und nicht näher bezeichneten Komplikationen",2141,2127.5,1984.5,1838
"O043","Ärztlich eingeleiteter Abort: Inkomplett, mit sonstigen und nicht näher bezeichneten Komplikationen",2141,2127.5,1984.5,1838
"O056","Sonstiger Abort: Komplett oder nicht näher bezeichnet, kompliziert durch Spätblutung oder verstärkte Blutung",2141,2127.5,1984.5,1838
"O064","Nicht näher bezeichneter Abort: Inkomplett, ohne Komplikation",2141,2127.5,1984.5,1838
"O069","Nicht näher bezeichneter Abort: Komplett oder nicht näher bezeichnet, ohne Komplikation",2141,2127.5,1984.5,1838
"O11","Vorher bestehende chronische Hypertonie mit aufgepfropfter Präeklampsie, die Schwangerschaft, Geburt und Wochenbett kompliziert",2141,2127.5,1984.5,1838
"O141","Schwere Präeklampsie",2141,2127.5,1984.5,1838
"O200","Drohender Abort",2141,2127.5,1984.5,1838
"O229","Venenkrankheit als Komplikation in der Schwangerschaft, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"O233","Infektionen von sonstigen Teilen der Harnwege in der Schwangerschaft",2141,2127.5,1984.5,1838
"O234","Nicht näher bezeichnete Infektion der Harnwege in der Schwangerschaft",2141,2127.5,1984.5,1838
"O265","Hypotonie-Syndrom der Mutter",2141,2127.5,1984.5,1838
"O266","Leberkrankheiten während der Schwangerschaft, der Geburt und des Wochenbettes",2141,2127.5,1984.5,1838
"O267","Subluxation der Symphysis (pubica) während der Schwangerschaft, der Geburt und des Wochenbettes",2141,2127.5,1984.5,1838
"O300","Zwillingsschwangerschaft",2141,2127.5,1984.5,1838
"O325","Betreuung der Mutter bei Mehrlingsschwangerschaft mit Lage- und Einstellungsanomalie eines oder mehrerer Feten",2141,2127.5,1984.5,1838
"O328","Betreuung der Mutter bei sonstigen Lage- und Einstellungsanomalien des Feten",2141,2127.5,1984.5,1838
"O335","Betreuung der Mutter bei Missverhältnis durch ungewöhnlich großen Feten",2141,2127.5,1984.5,1838
"O343","Betreuung der Mutter bei Zervixinsuffizienz",2141,2127.5,1984.5,1838
"O344","Betreuung der Mutter bei sonstigen Anomalien der Cervix uteri",2141,2127.5,1984.5,1838
"O364","Betreuung der Mutter wegen intrauterinen Fruchttodes",2141,2127.5,1984.5,1838
"O410","Oligohydramnion",2141,2127.5,1984.5,1838
"O421","Vorzeitiger Blasensprung, Wehenbeginn nach Ablauf von 24 Stunden",2141,2127.5,1984.5,1838
"O422","Vorzeitiger Blasensprung, Wehenhemmung durch Therapie",2141,2127.5,1984.5,1838
"O429","Vorzeitiger Blasensprung, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"O468","Sonstige präpartale Blutung",2141,2127.5,1984.5,1838
"O470","Frustrane Kontraktionen vor 37 vollendeten Schwangerschaftswochen",2141,2127.5,1984.5,1838
"O601","Vorzeitige spontane Wehen mit vorzeitiger Entbindung",2141,2127.5,1984.5,1838
"O610","Misslungene medikamentöse Geburtseinleitung",2141,2127.5,1984.5,1838
"O621","Sekundäre Wehenschwäche",2141,2127.5,1984.5,1838
"O622","Sonstige Wehenschwäche",2141,2127.5,1984.5,1838
"O630","Protrahiert verlaufende Eröffnungsperiode (bei der Geburt)",2141,2127.5,1984.5,1838
"O654","Geburtshindernis durch Missverhältnis zwischen Fet und Becken, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"O660","Geburtshindernis durch Schulterdystokie",2141,2127.5,1984.5,1838
"O681","Komplikationen bei Wehen und Entbindung durch Mekonium im Fruchtwasser",2141,2127.5,1984.5,1838
"O683","Komplikationen bei Wehen und Entbindung durch fetalen Distress, biochemisch nachgewiesen",2141,2127.5,1984.5,1838
"O692","Komplikationen bei Wehen und Entbindung durch sonstige Nabelschnurverschlingung, mit Kompression",2141,2127.5,1984.5,1838
"O701","Dammriss 2. Grades unter der Geburt",2141,2127.5,1984.5,1838
"O714","Hoher Scheidenriss unter der Geburt",2141,2127.5,1984.5,1838
"O718","Sonstige näher bezeichnete Verletzungen unter der Geburt",2141,2127.5,1984.5,1838
"O720","Blutung in der Nachgeburtsperiode",2141,2127.5,1984.5,1838
"O721","Sonstige unmittelbar postpartal auftretende Blutung",2141,2127.5,1984.5,1838
"O723","Postpartale Gerinnungsstörungen",2141,2127.5,1984.5,1838
"O730","Retention der Plazenta ohne Blutung",2141,2127.5,1984.5,1838
"O731","Retention von Plazenta- oder Eihautresten ohne Blutung",2141,2127.5,1984.5,1838
"O757","Vaginale Entbindung nach vorangegangener Schnittentbindung",2141,2127.5,1984.5,1838
"O81","Geburt eines Einlings durch Zangen- oder Vakuumextraktion",2141,2127.5,1984.5,1838
"O82","Geburt eines Einlings durch Schnittentbindung [Sectio caesarea]",2141,2127.5,1984.5,1838
"O85","Puerperalfieber",2141,2127.5,1984.5,1838
"O873","Hirnvenenthrombose im Wochenbett",2141,2127.5,1984.5,1838
"O908","Sonstige Wochenbettkomplikationen, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"O912","Nichteitrige Mastitis im Zusammenhang mit der Gestation",2141,2127.5,1984.5,1838
"O988","Sonstige infektiöse und parasitäre Krankheiten der Mutter, die Schwangerschaft, Geburt und Wochenbett komplizieren",2141,2127.5,1984.5,1838
"O994","Krankheiten des Kreislaufsystems, die Schwangerschaft, Geburt und Wochenbett komplizieren",2141,2127.5,1984.5,1838
"O995","Krankheiten des Atmungssystems, die Schwangerschaft, Geburt und Wochenbett komplizieren",2141,2127.5,1984.5,1838
"P050","Für das Gestationsalter zu leichte Neugeborene",2141,2127.5,1984.5,1838
"P051","Für das Gestationsalter zu kleine Neugeborene",2141,2127.5,1984.5,1838
"P809","Hypothermie beim Neugeborenen, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"P928","Sonstige Ernährungsprobleme beim Neugeborenen",2141,2127.5,1984.5,1838
"Q070","Arnold-Chiari-Syndrom",2141,2127.5,1984.5,1838
"Q228","Sonstige angeborene Fehlbildungen der Trikuspidalklappe",2141,2127.5,1984.5,1838
"Q232","Angeborene Mitralklappenstenose",2141,2127.5,1984.5,1838
"Q238","Sonstige angeborene Fehlbildungen der Aorten- und Mitralklappe",2141,2127.5,1984.5,1838
"Q248","Sonstige näher bezeichnete angeborene Fehlbildungen des Herzens",2141,2127.5,1984.5,1838
"Q268","Sonstige angeborene Fehlbildungen der großen Venen",2141,2127.5,1984.5,1838
"Q278","Sonstige näher bezeichnete angeborene Fehlbildungen des peripheren Gefäßsystems",2141,2127.5,1984.5,1838
"Q288","Sonstige näher bezeichnete angeborene Fehlbildungen des Kreislaufsystems",2141,2127.5,1984.5,1838
"Q353","Spalte des weichen Gaumens",2141,2127.5,1984.5,1838
"Q401","Angeborene Hiatushernie",2141,2127.5,1984.5,1838
"Q505","Embryonale Zyste des Lig. latum uteri",2141,2127.5,1984.5,1838
"Q556","Sonstige angeborene Fehlbildungen des Penis",2141,2127.5,1984.5,1838
"Q610","Angeborene solitäre Nierenzyste",2141,2127.5,1984.5,1838
"Q612","Polyzystische Niere, autosomal-dominant",2141,2127.5,1984.5,1838
"Q613","Polyzystische Niere, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"Q647","Sonstige angeborene Fehlbildungen der Harnblase und der Urethra",2141,2127.5,1984.5,1838
"Q653","Angeborene Subluxation des Hüftgelenkes, einseitig",2141,2127.5,1984.5,1838
"Q660","Pes equinovarus congenitus",2141,2127.5,1984.5,1838
"Q664","Pes calcaneovalgus congenitus",2141,2127.5,1984.5,1838
"Q665","Pes planus congenitus",2141,2127.5,1984.5,1838
"Q666","Sonstige angeborene Valgusdeformitäten der Füße",2141,2127.5,1984.5,1838
"Q668","Sonstige angeborene Deformitäten der Füße",2141,2127.5,1984.5,1838
"Q669","Angeborene Deformität der Füße, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"Q676","Pectus excavatum",2141,2127.5,1984.5,1838
"Q682","Angeborene Deformität des Knies",2141,2127.5,1984.5,1838
"Q728","Sonstige Reduktionsdefekte der unteren Extremität(en)",2141,2127.5,1984.5,1838
"Q741","Angeborene Fehlbildung des Knies",2141,2127.5,1984.5,1838
"Q748","Sonstige näher bezeichnete angeborene Fehlbildungen der Extremität(en)",2141,2127.5,1984.5,1838
"Q774","Achondroplasie",2141,2127.5,1984.5,1838
"Q781","Polyostotische fibröse Dysplasie [Jaffé-Lichtenstein-Syndrom]",2141,2127.5,1984.5,1838
"Q786","Angeborene multiple Exostosen",2141,2127.5,1984.5,1838
"Q790","Angeborene Zwerchfellhernie",2141,2127.5,1984.5,1838
"Q828","Sonstige näher bezeichnete angeborene Fehlbildungen der Haut",2141,2127.5,1984.5,1838
"Q831","Akzessorische Mamma",2141,2127.5,1984.5,1838
"Q858","Sonstige Phakomatosen, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"Q859","Phakomatose, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"Q874","Marfan-Syndrom",2141,2127.5,1984.5,1838
"R012","Sonstige Herz-Schallphänomene",2141,2127.5,1984.5,1838
"R048","Blutung aus sonstigen Lokalisationen in den Atemwegen",2141,2127.5,1984.5,1838
"R066","Singultus",2141,2127.5,1984.5,1838
"R098","Sonstige näher bezeichnete Symptome, die das Kreislaufsystem und das Atmungssystem betreffen",2141,2127.5,1984.5,1838
"R102","Schmerzen im Becken und am Damm",2141,2127.5,1984.5,1838
"R220","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut am Kopf",2141,2127.5,1984.5,1838
"R227","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut an mehreren Lokalisationen",2141,2127.5,1984.5,1838
"R231","Blässe",2141,2127.5,1984.5,1838
"R234","Veränderungen des Hautreliefs",2141,2127.5,1984.5,1838
"R261","Paretischer Gang",2141,2127.5,1984.5,1838
"R298","Sonstige und nicht näher bezeichnete Symptome, die das Nervensystem und das Muskel-Skelett-System betreffen",2141,2127.5,1984.5,1838
"R300","Dysurie",2141,2127.5,1984.5,1838
"R35","Polyurie",2141,2127.5,1984.5,1838
"R398","Sonstige und nicht näher bezeichnete Symptome, die das Harnsystem betreffen",2141,2127.5,1984.5,1838
"R401","Sopor",2141,2127.5,1984.5,1838
"R412","Retrograde Amnesie",2141,2127.5,1984.5,1838
"R413","Sonstige Amnesie",2141,2127.5,1984.5,1838
"R454","Reizbarkeit und Wut",2141,2127.5,1984.5,1838
"R458","Sonstige Symptome, die die Stimmung betreffen",2141,2127.5,1984.5,1838
"R619","Hyperhidrose, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"R635","Abnorme Gewichtszunahme",2141,2127.5,1984.5,1838
"R638","Sonstige Symptome, die die Nahrungs- und Flüssigkeitsaufnahme betreffen",2141,2127.5,1984.5,1838
"R700","Beschleunigte Blutkörperchensenkungsreaktion",2141,2127.5,1984.5,1838
"R739","Hyperglykämie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"R749","Abnormer Wert nicht näher bezeichneter Serumenzyme",2141,2127.5,1984.5,1838
"R80","Isolierte Proteinurie",2141,2127.5,1984.5,1838
"R828","Abnorme Befunde bei der zytologischen und histologischen Urinuntersuchung",2141,2127.5,1984.5,1838
"R930","Abnorme Befunde bei der bildgebenden Diagnostik des Schädels und des Kopfes, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"R932","Abnorme Befunde bei der bildgebenden Diagnostik der Leber und der Gallenwege",2141,2127.5,1984.5,1838
"R936","Abnorme Befunde bei der bildgebenden Diagnostik der Extremitäten",2141,2127.5,1984.5,1838
"R937","Abnorme Befunde bei der bildgebenden Diagnostik sonstiger Abschnitte des Muskel-Skelett-Systems",2141,2127.5,1984.5,1838
"R938","Abnorme Befunde bei der bildgebenden Diagnostik an sonstigen näher bezeichneten Körperstrukturen",2141,2127.5,1984.5,1838
"R942","Abnorme Ergebnisse von Lungenfunktionsprüfungen",2141,2127.5,1984.5,1838
"S002","Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion",2141,2127.5,1984.5,1838
"S005","Oberflächliche Verletzung der Lippe und der Mundhöhle",2141,2127.5,1984.5,1838
"S011","Offene Wunde des Augenlides und der Periokularregion",2141,2127.5,1984.5,1838
"S029","Fraktur des Schädels und der Gesichtsschädelknochen, Teil nicht näher bezeichnet",2141,2127.5,1984.5,1838
"S050","Verletzung der Konjunktiva und Abrasio corneae ohne Angabe eines Fremdkörpers",2141,2127.5,1984.5,1838
"S053","Rissverletzung des Auges ohne Prolaps oder Verlust intraokularen Gewebes",2141,2127.5,1984.5,1838
"S058","Sonstige Verletzungen des Auges und der Orbita",2141,2127.5,1984.5,1838
"S061","Traumatisches Hirnödem",2141,2127.5,1984.5,1838
"S080","Skalpierungsverletzung",2141,2127.5,1984.5,1838
"S100","Prellung des Rachens",2141,2127.5,1984.5,1838
"S129","Fraktur im Bereich des Halses, Teil nicht näher bezeichnet",2141,2127.5,1984.5,1838
"S130","Traumatische Ruptur einer zervikalen Bandscheibe",2141,2127.5,1984.5,1838
"S132","Luxation sonstiger und nicht näher bezeichneter Teile im Bereich des Halses",2141,2127.5,1984.5,1838
"S136","Verstauchung und Zerrung von Gelenken und Bändern sonstiger und nicht näher bezeichneter Teile des Halses",2141,2127.5,1984.5,1838
"S143","Verletzung des Plexus brachialis",2141,2127.5,1984.5,1838
"S150","Verletzung der A. carotis",2141,2127.5,1984.5,1838
"S200","Prellung der Mamma [Brustdrüse]",2141,2127.5,1984.5,1838
"S207","Multiple oberflächliche Verletzungen des Thorax",2141,2127.5,1984.5,1838
"S212","Offene Wunde der hinteren Thoraxwand",2141,2127.5,1984.5,1838
"S218","Offene Wunde sonstiger Teile des Thorax",2141,2127.5,1984.5,1838
"S228","Fraktur sonstiger Teile des knöchernen Thorax",2141,2127.5,1984.5,1838
"S229","Fraktur des knöchernen Thorax, Teil nicht näher bezeichnet",2141,2127.5,1984.5,1838
"S240","Kontusion und Ödem des thorakalen Rückenmarkes",2141,2127.5,1984.5,1838
"S250","Verletzung der Aorta thoracica",2141,2127.5,1984.5,1838
"S260","Traumatisches Hämoperikard",2141,2127.5,1984.5,1838
"S268","Sonstige Verletzungen des Herzens",2141,2127.5,1984.5,1838
"S278","Verletzung sonstiger näher bezeichneter intrathorakaler Organe und Strukturen",2141,2127.5,1984.5,1838
"S298","Sonstige näher bezeichnete Verletzungen des Thorax",2141,2127.5,1984.5,1838
"S299","Nicht näher bezeichnete Verletzung des Thorax",2141,2127.5,1984.5,1838
"S314","Offene Wunde der Vagina und der Vulva",2141,2127.5,1984.5,1838
"S318","Offene Wunde sonstiger und nicht näher bezeichneter Teile des Abdomens",2141,2127.5,1984.5,1838
"S334","Traumatische Symphysensprengung",2141,2127.5,1984.5,1838
"S335","Verstauchung und Zerrung der Lendenwirbelsäule",2141,2127.5,1984.5,1838
"S340","Kontusion und Ödem des lumbalen Rückenmarkes [Conus medullaris]",2141,2127.5,1984.5,1838
"S341","Sonstige Verletzung des lumbalen Rückenmarkes",2141,2127.5,1984.5,1838
"S343","Verletzung der Cauda equina",2141,2127.5,1984.5,1838
"S358","Verletzung sonstiger Blutgefäße in Höhe des Abdomens, der Lumbosakralgegend und des Beckens",2141,2127.5,1984.5,1838
"S390","Verletzung von Muskeln und Sehnen des Abdomens, der Lumbosakralgegend und des Beckens",2141,2127.5,1984.5,1838
"S399","Nicht näher bezeichnete Verletzung des Abdomens, der Lumbosakralgegend und des Beckens",2141,2127.5,1984.5,1838
"S463","Verletzung des Muskels und der Sehne des M. triceps brachii",2141,2127.5,1984.5,1838
"S467","Verletzung mehrerer Muskeln und Sehnen in Höhe der Schulter und des Oberarmes",2141,2127.5,1984.5,1838
"S518","Offene Wunde sonstiger Teile des Unterarmes",2141,2127.5,1984.5,1838
"S529","Fraktur des Unterarmes, Teil nicht näher bezeichnet",2141,2127.5,1984.5,1838
"S530","Luxation des Radiuskopfes",2141,2127.5,1984.5,1838
"S533","Traumatische Ruptur des Lig. collaterale ulnare",2141,2127.5,1984.5,1838
"S548","Verletzung sonstiger Nerven in Höhe des Unterarmes",2141,2127.5,1984.5,1838
"S608","Sonstige oberflächliche Verletzungen des Handgelenkes und der Hand",2141,2127.5,1984.5,1838
"S625","Fraktur des Daumens",2141,2127.5,1984.5,1838
"S630","Luxation des Handgelenkes",2141,2127.5,1984.5,1838
"S633","Traumatische Ruptur von Bändern des Handgelenkes und der Handwurzel",2141,2127.5,1984.5,1838
"S640","Verletzung des N. ulnaris in Höhe des Handgelenkes und der Hand",2141,2127.5,1984.5,1838
"S648","Verletzung sonstiger Nerven in Höhe des Handgelenkes und der Hand",2141,2127.5,1984.5,1838
"S709","Oberflächliche Verletzung der Hüfte und des Oberschenkels, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"S718","Offene Wunde sonstiger und nicht näher bezeichneter Teile des Beckengürtels",2141,2127.5,1984.5,1838
"S731","Verstauchung und Zerrung des Hüftgelenkes",2141,2127.5,1984.5,1838
"S750","Verletzung der A. femoralis",2141,2127.5,1984.5,1838
"S758","Verletzung sonstiger Blutgefäße in Höhe der Hüfte und des Oberschenkels",2141,2127.5,1984.5,1838
"S759","Verletzung eines nicht näher bezeichneten Blutgefäßes in Höhe der Hüfte und des Oberschenkels",2141,2127.5,1984.5,1838
"S762","Verletzung von Muskeln und Sehnen der Adduktorengruppe des Oberschenkels",2141,2127.5,1984.5,1838
"S763","Verletzung von Muskeln und Sehnen der posterioren Muskelgruppe in Höhe des Oberschenkels",2141,2127.5,1984.5,1838
"S764","Verletzung sonstiger und nicht näher bezeichneter Muskeln und Sehnen in Höhe des Oberschenkels",2141,2127.5,1984.5,1838
"S829","Fraktur des Unterschenkels, Teil nicht näher bezeichnet",2141,2127.5,1984.5,1838
"S833","Riss des Kniegelenkknorpels, akut",2141,2127.5,1984.5,1838
"S862","Verletzung von Muskeln und Sehnen der anterioren Muskelgruppe in Höhe des Unterschenkels",2141,2127.5,1984.5,1838
"S878","Zerquetschung sonstiger und nicht näher bezeichneter Teile des Unterschenkels",2141,2127.5,1984.5,1838
"S908","Sonstige oberflächliche Verletzungen der Knöchelregion und des Fußes",2141,2127.5,1984.5,1838
"S910","Offene Wunde der Knöchelregion",2141,2127.5,1984.5,1838
"S911","Offene Wunde einer oder mehrerer Zehen ohne Schädigung des Nagels",2141,2127.5,1984.5,1838
"S921","Fraktur des Talus",2141,2127.5,1984.5,1838
"S931","Luxation einer oder mehrerer Zehen",2141,2127.5,1984.5,1838
"S933","Luxation sonstiger und nicht näher bezeichneter Teile des Fußes",2141,2127.5,1984.5,1838
"S948","Verletzung sonstiger Nerven in Höhe des Knöchels und des Fußes",2141,2127.5,1984.5,1838
"S960","Verletzung von Muskeln und Sehnen der langen Beugemuskeln der Zehen in Höhe des Knöchels und des Fußes",2141,2127.5,1984.5,1838
"S961","Verletzung von Muskeln und Sehnen der langen Streckmuskeln der Zehen in Höhe des Knöchels und des Fußes",2141,2127.5,1984.5,1838
"S969","Verletzung eines nicht näher bezeichneten Muskels oder einer nicht näher bezeichneten Sehne in Höhe des Knöchels und des Fußes",2141,2127.5,1984.5,1838
"S983","Traumatische Amputation sonstiger Teile des Fußes",2141,2127.5,1984.5,1838
"T011","Offene Wunden mit Beteiligung von Thorax und Abdomen, von Thorax und Lumbosakralgegend oder von Thorax und Becken",2141,2127.5,1984.5,1838
