"ICD","Description","ICA","LGPS","RF","Lasso"
"M481","Spondylitis hyperostotica [Forestier-Ott]",2154.5,2143,1972.5,1338
"M482","Baastrup-Syndrom",2154.5,2143,1972.5,1338
"M601","Interstitielle Myositis",2154.5,2143,1972.5,1338
"M614","Sonstige Kalzifikation von Muskeln",2154.5,2143,1972.5,1338
"M619","Kalzifikation und Ossifikation von Muskeln, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"M624","Muskelkontraktur",2154.5,2143,1972.5,1338
"M671","Sonstige Sehnen- (Scheiden-) Kontraktur",2154.5,2143,1972.5,1338
"M763","Tractus-iliotibialis-Scheuersyndrom [Iliotibial band syndrome]",2154.5,2143,1972.5,1338
"M814","Arzneimittelinduzierte Osteoporose",2154.5,2143,1972.5,1338
"M838","Sonstige Osteomalazie im Erwachsenenalter",2154.5,2143,1972.5,1338
"M853","Ostitis condensans",2154.5,2143,1972.5,1338
"M860","Akute hämatogene Osteomyelitis",2154.5,2143,1972.5,1338
"M888","Osteodystrophia deformans sonstiger Knochen",2154.5,2143,1972.5,1338
"N028","Rezidivierende und persistierende Hämaturie: Sonstige morphologische Veränderungen",2154.5,2143,1972.5,1338
"N029","Rezidivierende und persistierende Hämaturie: Art der morphologischen Veränderung nicht näher bezeichnet",2154.5,2143,1972.5,1338
"N032","Chronisches nephritisches Syndrom: Diffuse membranöse Glomerulonephritis",2154.5,2143,1972.5,1338
"N040","Nephrotisches Syndrom: Minimale glomeruläre Läsion",2154.5,2143,1972.5,1338
"N058","Nicht näher bezeichnetes nephritisches Syndrom: Sonstige morphologische Veränderungen",2154.5,2143,1972.5,1338
"N062","Isolierte Proteinurie mit Angabe morphologischer Veränderungen: Diffuse membranöse Glomerulonephritis",2154.5,2143,1972.5,1338
"N110","Nichtobstruktive, mit Reflux verbundene chronische Pyelonephritis",2154.5,2143,1972.5,1338
"N118","Sonstige chronische tubulointerstitielle Nephritis",2154.5,2143,1972.5,1338
"N170","Akutes Nierenversagen mit Tubulusnekrose",2154.5,2143,1972.5,1338
"N181","Chronische Nierenkrankheit, Stadium 1",2154.5,2143,1972.5,1338
"N258","Sonstige Krankheiten infolge Schädigung der tubulären Nierenfunktion",2154.5,2143,1972.5,1338
"N26","Schrumpfniere, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"N322","Harnblasenfistel, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"N324","Harnblasenruptur, nichttraumatisch",2154.5,2143,1972.5,1338
"N413","Prostatazystitis",2154.5,2143,1972.5,1338
"N430","Funikulozele",2154.5,2143,1972.5,1338
"N484","Impotenz organischen Ursprungs",2154.5,2143,1972.5,1338
"N499","Entzündliche Krankheit eines nicht näher bezeichneten männlichen Genitalorgans",2154.5,2143,1972.5,1338
"N760","Akute Kolpitis",2154.5,2143,1972.5,1338
"N762","Akute Vulvitis",2154.5,2143,1972.5,1338
"N820","Vesikovaginalfistel",2154.5,2143,1972.5,1338
"N857","Hämatometra",2154.5,2143,1972.5,1338
"N879","Dysplasie der Cervix uteri, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"N930","Postkoitale Blutung und Kontaktblutung",2154.5,2143,1972.5,1338
"O049","Ärztlich eingeleiteter Abort: Komplett oder nicht näher bezeichnet, ohne Komplikation",2154.5,2143,1972.5,1338
"O050","Sonstiger Abort: Inkomplett, kompliziert durch Infektion des Genitaltraktes und des Beckens",2154.5,2143,1972.5,1338
"O059","Sonstiger Abort: Komplett oder nicht näher bezeichnet, ohne Komplikation",2154.5,2143,1972.5,1338
"O061","Nicht näher bezeichneter Abort: Inkomplett, kompliziert durch Spätblutung oder verstärkte Blutung",2154.5,2143,1972.5,1338
"O081","Spätblutung oder verstärkte Blutung nach Abort, Extrauteringravidität und Molenschwangerschaft",2154.5,2143,1972.5,1338
"O120","Schwangerschaftsödeme",2154.5,2143,1972.5,1338
"O210","Leichte Hyperemesis gravidarum",2154.5,2143,1972.5,1338
"O244","Diabetes mellitus, während der Schwangerschaft auftretend",2154.5,2143,1972.5,1338
"O265","Hypotonie-Syndrom der Mutter",2154.5,2143,1972.5,1338
"O269","Mit der Schwangerschaft verbundener Zustand, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"O363","Betreuung der Mutter wegen Anzeichen für fetale Hypoxie",2154.5,2143,1972.5,1338
"O365","Betreuung der Mutter wegen fetaler Wachstumsretardierung",2154.5,2143,1972.5,1338
"O411","Infektion der Fruchtblase und der Eihäute",2154.5,2143,1972.5,1338
"O471","Frustrane Kontraktionen ab 37 oder mehr vollendeten Schwangerschaftswochen",2154.5,2143,1972.5,1338
"O620","Primäre Wehenschwäche",2154.5,2143,1972.5,1338
"O730","Retention der Plazenta ohne Blutung",2154.5,2143,1972.5,1338
"O756","Protrahierte Geburt nach spontanem oder nicht näher bezeichnetem Blasensprung",2154.5,2143,1972.5,1338
"O902","Hämatom einer geburtshilflichen Wunde",2154.5,2143,1972.5,1338
"O903","Kardiomyopathie im Wochenbett",2154.5,2143,1972.5,1338
"O990","Anämie, die Schwangerschaft, Geburt und Wochenbett kompliziert",2154.5,2143,1972.5,1338
"O993","Psychische Krankheiten sowie Krankheiten des Nervensystems, die Schwangerschaft, Geburt und Wochenbett komplizieren",2154.5,2143,1972.5,1338
"P082","Nach dem Termin Geborenes, nicht zu schwer für das Gestationsalter",2154.5,2143,1972.5,1338
"P288","Sonstige näher bezeichnete Störungen der Atmung beim Neugeborenen",2154.5,2143,1972.5,1338
"Q128","Sonstige angeborene Fehlbildungen der Linse",2154.5,2143,1972.5,1338
"Q142","Angeborene Fehlbildung der Papille",2154.5,2143,1972.5,1338
"Q181","Präaurikuläre(r) Sinus und Zyste",2154.5,2143,1972.5,1338
"Q188","Sonstige näher bezeichnete angeborene Fehlbildungen des Gesichtes und des Halses",2154.5,2143,1972.5,1338
"Q200","Truncus arteriosus communis",2154.5,2143,1972.5,1338
"Q205","Diskordante atrioventrikuläre Verbindung",2154.5,2143,1972.5,1338
"Q213","Fallot-Tetralogie",2154.5,2143,1972.5,1338
"Q220","Pulmonalklappenatresie",2154.5,2143,1972.5,1338
"Q222","Angeborene Pulmonalklappeninsuffizienz",2154.5,2143,1972.5,1338
"Q242","Cor triatriatum",2154.5,2143,1972.5,1338
"Q245","Fehlbildung der Koronargefäße",2154.5,2143,1972.5,1338
"Q251","Koarktation der Aorta",2154.5,2143,1972.5,1338
"Q253","Stenose der Aorta (angeboren)",2154.5,2143,1972.5,1338
"Q263","Partielle Fehleinmündung der Lungenvenen",2154.5,2143,1972.5,1338
"Q274","Angeborene Phlebektasie",2154.5,2143,1972.5,1338
"Q279","Angeborene Fehlbildung des peripheren Gefäßsystems, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"Q282","Arteriovenöse Fehlbildung der zerebralen Gefäße",2154.5,2143,1972.5,1338
"Q283","Sonstige Fehlbildungen der zerebralen Gefäße",2154.5,2143,1972.5,1338
"Q353","Spalte des weichen Gaumens",2154.5,2143,1972.5,1338
"Q385","Angeborene Fehlbildungen des Gaumens, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"Q433","Angeborene Fehlbildungen, die die Darmfixation betreffen",2154.5,2143,1972.5,1338
"Q438","Sonstige näher bezeichnete angeborene Fehlbildungen des Darmes",2154.5,2143,1972.5,1338
"Q445","Sonstige angeborene Fehlbildungen der Gallengänge",2154.5,2143,1972.5,1338
"Q446","Zystische Leberkrankheit [Zystenleber]",2154.5,2143,1972.5,1338
"Q504","Embryonale Zyste der Tuba uterina",2154.5,2143,1972.5,1338
"Q505","Embryonale Zyste des Lig. latum uteri",2154.5,2143,1972.5,1338
"Q619","Zystische Nierenkrankheit, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"Q632","Ektope Niere",2154.5,2143,1972.5,1338
"Q644","Fehlbildung des Urachus",2154.5,2143,1972.5,1338
"Q664","Pes calcaneovalgus congenitus",2154.5,2143,1972.5,1338
"Q724","Longitudinaler Reduktionsdefekt des Femurs",2154.5,2143,1972.5,1338
"Q774","Achondroplasie",2154.5,2143,1972.5,1338
"Q969","Turner-Syndrom, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"R14","Flatulenz und verwandte Zustände",2154.5,2143,1972.5,1338
"R160","Hepatomegalie, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"R194","Veränderungen der Stuhlgewohnheiten",2154.5,2143,1972.5,1338
"R195","Sonstige Stuhlveränderungen",2154.5,2143,1972.5,1338
"R200","Anästhesie der Haut",2154.5,2143,1972.5,1338
"R221","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut am Hals",2154.5,2143,1972.5,1338
"R230","Zyanose",2154.5,2143,1972.5,1338
"R232","Gesichtsrötung [Flush]",2154.5,2143,1972.5,1338
"R253","Faszikulation",2154.5,2143,1972.5,1338
"R291","Meningismus",2154.5,2143,1972.5,1338
"R292","Abnorme Reflexe",2154.5,2143,1972.5,1338
"R293","Abnorme Körperhaltung",2154.5,2143,1972.5,1338
"R34","Anurie und Oligurie",2154.5,2143,1972.5,1338
"R392","Extrarenale Urämie",2154.5,2143,1972.5,1338
"R411","Anterograde Amnesie",2154.5,2143,1972.5,1338
"R412","Retrograde Amnesie",2154.5,2143,1972.5,1338
"R442","Sonstige Halluzinationen",2154.5,2143,1972.5,1338
"R464","Verlangsamung und herabgesetztes Reaktionsvermögen",2154.5,2143,1972.5,1338
"R481","Agnosie",2154.5,2143,1972.5,1338
"R482","Apraxie",2154.5,2143,1972.5,1338
"R488","Sonstige und nicht näher bezeichnete Werkzeugstörungen",2154.5,2143,1972.5,1338
"R578","Sonstige Formen des Schocks",2154.5,2143,1972.5,1338
"R601","Generalisiertes Ödem",2154.5,2143,1972.5,1338
"R635","Abnorme Gewichtszunahme",2154.5,2143,1972.5,1338
"R636","Ungenügende Aufnahme von Nahrung und Flüssigkeit infolge Vernachlässigung der eigenen Person",2154.5,2143,1972.5,1338
"R72","Veränderung der Leukozyten, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"R760","Erhöhter Antikörpertiter",2154.5,2143,1972.5,1338
"R770","Veränderungen der Albumine",2154.5,2143,1972.5,1338
"R798","Sonstige näher bezeichnete abnorme Befunde der Blutchemie",2154.5,2143,1972.5,1338
"R828","Abnorme Befunde bei der zytologischen und histologischen Urinuntersuchung",2154.5,2143,1972.5,1338
"R898","Abnorme Befunde in Untersuchungsmaterialien aus anderen Körperorganen, -systemen und -geweben: Sonstige abnorme Befunde",2154.5,2143,1972.5,1338
"S003","Oberflächliche Verletzung der Nase",2154.5,2143,1972.5,1338
"S004","Oberflächliche Verletzung des Ohres",2154.5,2143,1972.5,1338
"S017","Multiple offene Wunden des Kopfes",2154.5,2143,1972.5,1338
"S027","Multiple Frakturen der Schädel- und Gesichtsschädelknochen",2154.5,2143,1972.5,1338
"S056","Penetrierende Wunde des Augapfels ohne Fremdkörper",2154.5,2143,1972.5,1338
"S090","Verletzung von Blutgefäßen des Kopfes, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"S091","Verletzung von Muskeln und Sehnen des Kopfes",2154.5,2143,1972.5,1338
"S092","Traumatische Trommelfellruptur",2154.5,2143,1972.5,1338
"S140","Kontusion und Ödem des zervikalen Rückenmarkes",2154.5,2143,1972.5,1338
"S150","Verletzung der A. carotis",2154.5,2143,1972.5,1338
"S217","Multiple offene Wunden der Thoraxwand",2154.5,2143,1972.5,1338
"S233","Verstauchung und Zerrung der Brustwirbelsäule",2154.5,2143,1972.5,1338
"S275","Verletzung der Trachea, Pars thoracica",2154.5,2143,1972.5,1338
"S302","Prellung der äußeren Genitalorgane",2154.5,2143,1972.5,1338
"S344","Verletzung des Plexus lumbosacralis",2154.5,2143,1972.5,1338
"S363","Verletzung des Magens",2154.5,2143,1972.5,1338
"S366","Verletzung des Rektums",2154.5,2143,1972.5,1338
"S399","Nicht näher bezeichnete Verletzung des Abdomens, der Lumbosakralgegend und des Beckens",2154.5,2143,1972.5,1338
"S530","Luxation des Radiuskopfes",2154.5,2143,1972.5,1338
"S548","Verletzung sonstiger Nerven in Höhe des Unterarmes",2154.5,2143,1972.5,1338
"S565","Verletzung von sonstigen Streckmuskeln und -sehnen in Höhe des Unterarmes",2154.5,2143,1972.5,1338
"S600","Prellung eines oder mehrerer Finger ohne Schädigung des Nagels",2154.5,2143,1972.5,1338
"S611","Offene Wunde eines oder mehrerer Finger mit Schädigung des Nagels",2154.5,2143,1972.5,1338
"S620","Fraktur des Os scaphoideum der Hand",2154.5,2143,1972.5,1338
"S621","Fraktur eines oder mehrerer sonstiger Handwurzelknochen",2154.5,2143,1972.5,1338
"S622","Fraktur des 1. Mittelhandknochens",2154.5,2143,1972.5,1338
"S630","Luxation des Handgelenkes",2154.5,2143,1972.5,1338
"S635","Verstauchung und Zerrung des Handgelenkes",2154.5,2143,1972.5,1338
"S727","Multiple Frakturen des Femurs",2154.5,2143,1972.5,1338
"S898","Sonstige näher bezeichnete Verletzungen des Unterschenkels",2154.5,2143,1972.5,1338
"S925","Fraktur einer sonstigen Zehe",2154.5,2143,1972.5,1338
"T003","Oberflächliche Verletzungen mit Beteiligung mehrerer Regionen der unteren Extremität(en)",2154.5,2143,1972.5,1338
"T009","Multiple oberflächliche Verletzungen, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"T019","Multiple offene Wunden, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"T130","Oberflächliche Verletzung der unteren Extremität, Höhe nicht näher bezeichnet",2154.5,2143,1972.5,1338
"T141","Offene Wunde an einer nicht näher bezeichneten Körperregion",2154.5,2143,1972.5,1338
"T143","Luxation, Verstauchung und Zerrung an einer nicht näher bezeichneten Körperregion",2154.5,2143,1972.5,1338
"T188","Fremdkörper an sonstigen und mehreren Lokalisationen des Verdauungstraktes",2154.5,2143,1972.5,1338
"T233","Verbrennung 3. Grades des Handgelenkes und der Hand",2154.5,2143,1972.5,1338
"T286","Verätzung des Ösophagus",2154.5,2143,1972.5,1338
"T400","Vergiftung: Opium",2154.5,2143,1972.5,1338
"T403","Vergiftung: Methadon",2154.5,2143,1972.5,1338
"T428","Vergiftung: Antiparkinsonmittel und andere zentral wirkende Muskelrelaxanzien",2154.5,2143,1972.5,1338
"T507","Vergiftung: Analeptika und Opioid-Rezeptor-Antagonisten",2154.5,2143,1972.5,1338
"T598","Toxische Wirkung: Sonstige näher bezeichnete Gase, Dämpfe oder sonstiger näher bezeichneter Rauch",2154.5,2143,1972.5,1338
"T599","Toxische Wirkung: Gase, Dämpfe oder Rauch, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"T628","Toxische Wirkung: Sonstige näher bezeichnete schädliche Substanzen, die mit der Nahrung aufgenommen wurden",2154.5,2143,1972.5,1338
"T671","Hitzesynkope",2154.5,2143,1972.5,1338
"T71","Erstickung",2154.5,2143,1972.5,1338
"T751","Ertrinken und nichttödliches Untertauchen",2154.5,2143,1972.5,1338
"T797","Traumatisches subkutanes Emphysem",2154.5,2143,1972.5,1338
"T799","Nicht näher bezeichnete Frühkomplikation eines Traumas",2154.5,2143,1972.5,1338
"T811","Schock während oder als Folge eines Eingriffes, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"T822","Mechanische Komplikation durch Koronararterien-Bypass und Klappentransplantate",2154.5,2143,1972.5,1338
"T833","Mechanische Komplikation durch ein Intrauterinpessar",2154.5,2143,1972.5,1338
"T836","Infektion und entzündliche Reaktion durch Prothese, Implantat oder Transplantat im Genitaltrakt",2154.5,2143,1972.5,1338
"T839","Nicht näher bezeichnete Komplikation durch Prothese, Implantat oder Transplantat im Urogenitaltrakt",2154.5,2143,1972.5,1338
"T859","Nicht näher bezeichnete Komplikation durch interne Prothese, Implantat oder Transplantat",2154.5,2143,1972.5,1338
"T882","Schock durch Anästhesie",2154.5,2143,1972.5,1338
"T885","Sonstige Komplikationen infolge Anästhesie",2154.5,2143,1972.5,1338
"T905","Folgen einer intrakraniellen Verletzung",2154.5,2143,1972.5,1338
"T925","Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität",2154.5,2143,1972.5,1338
"U510","Keine oder leichte kognitive Funktionseinschränkung",2154.5,2143,1972.5,1338
"U520","Frührehabilitations-Barthel-Index: 31 und mehr Punkte",2154.5,2143,1972.5,1338
"Z016","Röntgenuntersuchung, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"Z017","Laboruntersuchung",2154.5,2143,1972.5,1338
"Z030","Beobachtung bei Verdacht auf Tuberkulose",2154.5,2143,1972.5,1338
"Z032","Beobachtung bei Verdacht auf psychische Krankheiten oder Verhaltensstörungen",2154.5,2143,1972.5,1338
"Z043","Untersuchung und Beobachtung nach anderem Unfall",2154.5,2143,1972.5,1338
"Z125","Spezielle Verfahren zur Untersuchung auf Neubildung der Prostata",2154.5,2143,1972.5,1338
"Z225","Keimträger der Virushepatitis",2154.5,2143,1972.5,1338
"Z292","Sonstige prophylaktische Chemotherapie",2154.5,2143,1972.5,1338
"Z301","Einsetzen eines Pessars (intrauterin) zur Kontrazeption",2154.5,2143,1972.5,1338
"Z383","Zwilling, Geburt im Krankenhaus",2154.5,2143,1972.5,1338
"Z420","Nachbehandlung unter Anwendung plastischer Chirurgie des Kopfes oder des Halses",2154.5,2143,1972.5,1338
"Z435","Versorgung eines Zystostomas",2154.5,2143,1972.5,1338
"Z436","Versorgung sonstiger künstlicher Körperöffnungen des Harntraktes",2154.5,2143,1972.5,1338
"Z458","Anpassung und Handhabung von sonstigen implantierten medizinischen Geräten",2154.5,2143,1972.5,1338
"Z466","Versorgen mit und Anpassen eines Gerätes im Harntrakt",2154.5,2143,1972.5,1338
"Z468","Versorgen mit und Anpassen von sonstigen näher bezeichneten medizinischen Geräten oder Hilfsmitteln",2154.5,2143,1972.5,1338
"Z60","Kontaktanlässe mit Bezug auf die soziale Umgebung",2154.5,2143,1972.5,1338
"Z82","Bestimmte Behinderungen oder chronische Krankheiten in der Familienanamnese, die zu Schädigung oder Behinderung führen",2154.5,2143,1972.5,1338
"Z860","Andere Neubildungen in der Eigenanamnese",2154.5,2143,1972.5,1338
"Z873","Krankheiten des Muskel-Skelett-Systems und des Bindegewebes in der Eigenanamnese",2154.5,2143,1972.5,1338
"Z886","Allergie gegenüber Analgetikum in der Eigenanamnese",2154.5,2143,1972.5,1338
"Z896","Verlust der unteren Extremität oberhalb des Knies, einseitig",2154.5,2143,1972.5,1338
"Z902","Verlust der Lunge [Teile der Lunge]",2154.5,2143,1972.5,1338
"Z905","Verlust der Niere(n)",2154.5,2143,1972.5,1338
"Z936","Vorhandensein anderer künstlicher Körperöffnungen der Harnwege",2154.5,2143,1972.5,1338
"Z940","Zustand nach Nierentransplantation",2154.5,2143,1972.5,1338
"Z960","Vorhandensein von urogenitalen Implantaten",2154.5,2143,1972.5,1338
"Z968","Vorhandensein von sonstigen näher bezeichneten funktionellen Implantaten",2154.5,2143,1972.5,1338
"Z980","Zustand nach intestinalem Bypass oder intestinaler Anastomose",2154.5,2143,1972.5,1338
"C060","Bösartige Neubildung: Wangenschleimhaut",2420.5,2143,2756,2526
"C495","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Beckens",2420.5,2143,2326,1776
"C824","Follikuläres Lymphom Grad IIIb",2420.5,2143,2516,1338
"F202","Katatone Schizophrenie",2420.5,2143,2341,2256.5
"C402","Bösartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität",2423.5,2143,1264,2029
"C812","Gemischtzelliges (klassisches) Hodgkin-Lymphom",2423.5,2143,3056,2466
"C311","Bösartige Neubildung: Sinus ethmoidalis [Siebbeinzellen]",2430.5,2143,2506,1338
"C741","Bösartige Neubildung: Nebennierenmark",2430.5,2143,2354,2117
"C813","Lymphozytenarmes (klassisches) Hodgkin-Lymphom",2430.5,2143,2347,2466
"D470","Histiozyten- und Mastzelltumor unsicheren oder unbekannten Verhaltens",2430.5,2143,2285,2659.5
"E136","Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen",2430.5,2143,1377,2088.5
"F420","Vorwiegend Zwangsgedanken oder Grübelzwang",2430.5,2143,1191,2810.5
"G608","Sonstige hereditäre und idiopathische Neuropathien",2430.5,2143,1600,2589.5
"H301","Disseminierte Chorioretinitis",2430.5,2143,1422,1958.5
"M310","Hypersensitivitätsangiitis",2430.5,2143,1506,2466
