"ICD","Description","ICA","LGPS","RF","Lasso"
"J321","Chronische Sinusitis frontalis",2139.5,2129,1980.5,1730.5
"J322","Chronische Sinusitis ethmoidalis",2139.5,2129,1980.5,1730.5
"J323","Chronische Sinusitis sphenoidalis",2139.5,2129,1980.5,1730.5
"J329","Chronische Sinusitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"J330","Polyp der Nasenhöhle",2139.5,2129,1980.5,1730.5
"J331","Polyposis nasalis deformans",2139.5,2129,1980.5,1730.5
"J338","Sonstige Polypen der Nasennebenhöhlen",2139.5,2129,1980.5,1730.5
"J340","Abszess, Furunkel und Karbunkel der Nase",2139.5,2129,1980.5,1730.5
"J343","Hypertrophie der Nasenmuscheln",2139.5,2129,1980.5,1730.5
"J348","Sonstige näher bezeichnete Krankheiten der Nase und der Nasennebenhöhlen",2139.5,2129,1980.5,1730.5
"J350","Chronische Tonsillitis",2139.5,2129,1980.5,1730.5
"J351","Hyperplasie der Gaumenmandeln",2139.5,2129,1980.5,1730.5
"J353","Hyperplasie der Gaumenmandeln mit Hyperplasie der Rachenmandel",2139.5,2129,1980.5,1730.5
"J36","Peritonsillarabszess",2139.5,2129,1980.5,1730.5
"J381","Polyp der Stimmlippen und des Kehlkopfes",2139.5,2129,1980.5,1730.5
"J384","Larynxödem",2139.5,2129,1980.5,1730.5
"J385","Laryngospasmus",2139.5,2129,1980.5,1730.5
"J386","Kehlkopfstenose",2139.5,2129,1980.5,1730.5
"J387","Sonstige Krankheiten des Kehlkopfes",2139.5,2129,1980.5,1730.5
"J390","Retropharyngealabszess und Parapharyngealabszess",2139.5,2129,1980.5,1730.5
"J411","Schleimig-eitrige chronische Bronchitis",2139.5,2129,1980.5,1730.5
"J418","Mischformen von einfacher und schleimig-eitriger chronischer Bronchitis",2139.5,2129,1980.5,1730.5
"J432","Zentrilobuläres Emphysem",2139.5,2129,1980.5,1730.5
"J438","Sonstiges Emphysem",2139.5,2129,1980.5,1730.5
"J439","Emphysem, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"J458","Mischformen des Asthma bronchiale",2139.5,2129,1980.5,1730.5
"J46","Status asthmaticus",2139.5,2129,1980.5,1730.5
"J60","Kohlenbergarbeiter-Pneumokoniose",2139.5,2129,1980.5,1730.5
"J61","Pneumokoniose durch Asbest und sonstige anorganische Fasern",2139.5,2129,1980.5,1730.5
"J633","Graphitfibrose (Lunge)",2139.5,2129,1980.5,1730.5
"J670","Farmerlunge",2139.5,2129,1980.5,1730.5
"J672","Vogelzüchterlunge",2139.5,2129,1980.5,1730.5
"J677","Befeuchter- und Klimaanlage-Lunge",2139.5,2129,1980.5,1730.5
"J678","Allergische Alveolitis durch organische Stäube",2139.5,2129,1980.5,1730.5
"J680","Bronchitis und Pneumonie durch chemische Substanzen, Gase, Rauch und Dämpfe",2139.5,2129,1980.5,1730.5
"J682","Entzündung der oberen Atemwege durch chemische Substanzen, Gase, Rauch und Dämpfe, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"J683","Sonstige akute und subakute Krankheiten der Atmungsorgane durch chemische Substanzen, Gase, Rauch und Dämpfe",2139.5,2129,1980.5,1730.5
"J688","Sonstige Krankheiten der Atmungsorgane durch chemische Substanzen, Gase, Rauch und Dämpfe",2139.5,2129,1980.5,1730.5
"J698","Pneumonie durch sonstige feste und flüssige Substanzen",2139.5,2129,1980.5,1730.5
"J701","Chronische und sonstige Lungenbeteiligung bei Strahleneinwirkung",2139.5,2129,1980.5,1730.5
"J702","Akute arzneimittelinduzierte interstitielle Lungenkrankheiten",2139.5,2129,1980.5,1730.5
"J704","Arzneimittelinduzierte interstitielle Lungenkrankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"J80","Atemnotsyndrom des Erwachsenen [ARDS]",2139.5,2129,1980.5,1730.5
"J800","Atemnotsyndrom des Erwachsenen [ARDS]",2139.5,2129,1980.5,1730.5
"J81","Lungenödem",2139.5,2129,1980.5,1730.5
"J82","Eosinophiles Lungeninfiltrat, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"J840","Alveoläre und parietoalveoläre Krankheitszustände",2139.5,2129,1980.5,1730.5
"J848","Sonstige näher bezeichnete interstitielle Lungenkrankheiten",2139.5,2129,1980.5,1730.5
"J849","Interstitielle Lungenkrankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"J850","Gangrän und Nekrose der Lunge",2139.5,2129,1980.5,1730.5
"J851","Abszess der Lunge mit Pneumonie",2139.5,2129,1980.5,1730.5
"J852","Abszess der Lunge ohne Pneumonie",2139.5,2129,1980.5,1730.5
"J853","Abszess des Mediastinums",2139.5,2129,1980.5,1730.5
"J860","Pyothorax mit Fistel",2139.5,2129,1980.5,1730.5
"J929","Pleuraplaques ohne Nachweis von Asbest",2139.5,2129,1980.5,1730.5
"J930","Spontaner Spannungspneumothorax",2139.5,2129,1980.5,1730.5
"J931","Sonstiger Spontanpneumothorax",2139.5,2129,1980.5,1730.5
"J938","Sonstiger Pneumothorax",2139.5,2129,1980.5,1730.5
"J939","Pneumothorax, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"J940","Chylöser (Pleura-) Erguss",2139.5,2129,1980.5,1730.5
"J941","Fibrothorax",2139.5,2129,1980.5,1730.5
"J948","Sonstige näher bezeichnete Krankheitszustände der Pleura",2139.5,2129,1980.5,1730.5
"J952","Akute pulmonale Insuffizienz nach nicht am Thorax vorgenommener Operation",2139.5,2129,1980.5,1730.5
"J953","Chronische pulmonale Insuffizienz nach Operation",2139.5,2129,1980.5,1730.5
"J958","Sonstige Krankheiten der Atemwege nach medizinischen Maßnahmen",2139.5,2129,1980.5,1730.5
"J981","Lungenkollaps",2139.5,2129,1980.5,1730.5
"J982","Interstitielles Emphysem",2139.5,2129,1980.5,1730.5
"J984","Sonstige Veränderungen der Lunge",2139.5,2129,1980.5,1730.5
"J985","Krankheiten des Mediastinums, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"J986","Krankheiten des Zwerchfells",2139.5,2129,1980.5,1730.5
"K010","Retinierte Zähne",2139.5,2129,1980.5,1730.5
"K011","Impaktierte Zähne",2139.5,2129,1980.5,1730.5
"K021","Karies des Dentins",2139.5,2129,1980.5,1730.5
"K022","Karies des Zements",2139.5,2129,1980.5,1730.5
"K025","Karies mit freiliegender Pulpa",2139.5,2129,1980.5,1730.5
"K028","Sonstige Zahnkaries",2139.5,2129,1980.5,1730.5
"K040","Pulpitis",2139.5,2129,1980.5,1730.5
"K044","Akute apikale Parodontitis pulpalen Ursprungs",2139.5,2129,1980.5,1730.5
"K046","Periapikaler Abszess mit Fistel",2139.5,2129,1980.5,1730.5
"K047","Periapikaler Abszess ohne Fistel",2139.5,2129,1980.5,1730.5
"K048","Radikuläre Zyste",2139.5,2129,1980.5,1730.5
"K049","Sonstige und nicht näher bezeichnete Krankheiten der Pulpa und des periapikalen Gewebes",2139.5,2129,1980.5,1730.5
"K068","Sonstige näher bezeichnete Krankheiten der Gingiva und des zahnlosen Alveolarkammes",2139.5,2129,1980.5,1730.5
"K071","Anomalien des Kiefer-Schädelbasis-Verhältnisses",2139.5,2129,1980.5,1730.5
"K072","Anomalien des Zahnbogenverhältnisses",2139.5,2129,1980.5,1730.5
"K073","Zahnstellungsanomalien",2139.5,2129,1980.5,1730.5
"K076","Krankheiten des Kiefergelenkes",2139.5,2129,1980.5,1730.5
"K081","Zahnverlust durch Unfall, Extraktion oder lokalisierte parodontale Krankheit",2139.5,2129,1980.5,1730.5
"K082","Atrophie des zahnlosen Alveolarkammes",2139.5,2129,1980.5,1730.5
"K090","Entwicklungsbedingte odontogene Zysten",2139.5,2129,1980.5,1730.5
"K092","Sonstige Kieferzysten",2139.5,2129,1980.5,1730.5
"K108","Sonstige näher bezeichnete Krankheiten der Kiefer",2139.5,2129,1980.5,1730.5
"K111","Speicheldrüsenhypertrophie",2139.5,2129,1980.5,1730.5
"K112","Sialadenitis",2139.5,2129,1980.5,1730.5
"K113","Speicheldrüsenabszess",2139.5,2129,1980.5,1730.5
"K115","Sialolithiasis",2139.5,2129,1980.5,1730.5
"K116","Mukozele der Speicheldrüsen",2139.5,2129,1980.5,1730.5
"K117","Störungen der Speichelsekretion",2139.5,2129,1980.5,1730.5
"K120","Rezidivierende orale Aphthen",2139.5,2129,1980.5,1730.5
"K121","Sonstige Formen der Stomatitis",2139.5,2129,1980.5,1730.5
"K123","Orale Mukositis (ulzerativ)",2139.5,2129,1980.5,1730.5
"K132","Leukoplakie und sonstige Affektionen des Mundhöhlenepithels, einschließlich Zunge",2139.5,2129,1980.5,1730.5
"K136","Irritative Hyperplasie der Mundschleimhaut",2139.5,2129,1980.5,1730.5
"K143","Hypertrophie der Zungenpapillen",2139.5,2129,1980.5,1730.5
"K20","Ösophagitis",2139.5,2129,1980.5,1730.5
"K220","Achalasie der Kardia",2139.5,2129,1980.5,1730.5
"K224","Dyskinesie des Ösophagus",2139.5,2129,1980.5,1730.5
"K225","Divertikel des Ösophagus, erworben",2139.5,2129,1980.5,1730.5
"K226","Mallory-Weiss-Syndrom",2139.5,2129,1980.5,1730.5
"K229","Krankheit des Ösophagus, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K255","Ulcus ventriculi: Chronisch oder nicht näher bezeichnet, mit Perforation",2139.5,2129,1980.5,1730.5
"K257","Ulcus ventriculi: Chronisch, ohne Blutung oder Perforation",2139.5,2129,1980.5,1730.5
"K259","Ulcus ventriculi: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2139.5,2129,1980.5,1730.5
"K261","Ulcus duodeni: Akut, mit Perforation",2139.5,2129,1980.5,1730.5
"K262","Ulcus duodeni: Akut, mit Blutung und Perforation",2139.5,2129,1980.5,1730.5
"K267","Ulcus duodeni: Chronisch, ohne Blutung oder Perforation",2139.5,2129,1980.5,1730.5
"K269","Ulcus duodeni: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2139.5,2129,1980.5,1730.5
"K279","Ulcus pepticum, Lokalisation nicht näher bezeichnet: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2139.5,2129,1980.5,1730.5
"K280","Ulcus pepticum jejuni: Akut, mit Blutung",2139.5,2129,1980.5,1730.5
"K284","Ulcus pepticum jejuni: Chronisch oder nicht näher bezeichnet, mit Blutung",2139.5,2129,1980.5,1730.5
"K285","Ulcus pepticum jejuni: Chronisch oder nicht näher bezeichnet, mit Perforation",2139.5,2129,1980.5,1730.5
"K287","Ulcus pepticum jejuni: Chronisch, ohne Blutung oder Perforation",2139.5,2129,1980.5,1730.5
"K289","Ulcus pepticum jejuni: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2139.5,2129,1980.5,1730.5
"K292","Alkoholgastritis",2139.5,2129,1980.5,1730.5
"K293","Chronische Oberflächengastritis",2139.5,2129,1980.5,1730.5
"K294","Chronische atrophische Gastritis",2139.5,2129,1980.5,1730.5
"K299","Gastroduodenitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K30","Funktionelle Dyspepsie",2139.5,2129,1980.5,1730.5
"K311","Hypertrophische Pylorusstenose beim Erwachsenen",2139.5,2129,1980.5,1730.5
"K312","Sanduhrförmige Striktur und Stenose des Magens",2139.5,2129,1980.5,1730.5
"K319","Krankheit des Magens und des Duodenums, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K36","Sonstige Appendizitis",2139.5,2129,1980.5,1730.5
"K37","Nicht näher bezeichnete Appendizitis",2139.5,2129,1980.5,1730.5
"K381","Appendixkonkremente",2139.5,2129,1980.5,1730.5
"K401","Doppelseitige Hernia inguinalis mit Gangrän",2139.5,2129,1980.5,1730.5
"K404","Hernia inguinalis, einseitig oder ohne Seitenangabe, mit Gangrän",2139.5,2129,1980.5,1730.5
"K410","Doppelseitige Hernia femoralis mit Einklemmung, ohne Gangrän",2139.5,2129,1980.5,1730.5
"K414","Hernia femoralis, einseitig oder ohne Seitenangabe, mit Gangrän",2139.5,2129,1980.5,1730.5
"K421","Hernia umbilicalis mit Gangrän",2139.5,2129,1980.5,1730.5
"K431","Narbenhernie mit Gangrän",2139.5,2129,1980.5,1730.5
"K435","Parastomale Hernie ohne Einklemmung und ohne Gangrän",2139.5,2129,1980.5,1730.5
"K436","Sonstige und nicht näher bezeichnete Hernia ventralis mit Einklemmung, ohne Gangrän",2139.5,2129,1980.5,1730.5
"K437","Sonstige und nicht näher bezeichnete Hernia ventralis mit Gangrän",2139.5,2129,1980.5,1730.5
"K440","Hernia diaphragmatica mit Einklemmung, ohne Gangrän",2139.5,2129,1980.5,1730.5
"K441","Hernia diaphragmatica mit Gangrän",2139.5,2129,1980.5,1730.5
"K450","Sonstige näher bezeichnete abdominale Hernien mit Einklemmung, ohne Gangrän",2139.5,2129,1980.5,1730.5
"K500","Crohn-Krankheit des Dünndarmes",2139.5,2129,1980.5,1730.5
"K508","Sonstige Crohn-Krankheit",2139.5,2129,1980.5,1730.5
"K509","Crohn-Krankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K510","Ulzeröse (chronische) Pankolitis",2139.5,2129,1980.5,1730.5
"K512","Ulzeröse (chronische) Proktitis",2139.5,2129,1980.5,1730.5
"K513","Ulzeröse (chronische) Rektosigmoiditis",2139.5,2129,1980.5,1730.5
"K514","Inflammatorische Polypen des Kolons",2139.5,2129,1980.5,1730.5
"K515","Linksseitige Kolitis",2139.5,2129,1980.5,1730.5
"K518","Sonstige Colitis ulcerosa",2139.5,2129,1980.5,1730.5
"K520","Gastroenteritis und Kolitis durch Strahleneinwirkung",2139.5,2129,1980.5,1730.5
"K522","Allergische und alimentäre Gastroenteritis und Kolitis",2139.5,2129,1980.5,1730.5
"K561","Invagination",2139.5,2129,1980.5,1730.5
"K562","Volvulus",2139.5,2129,1980.5,1730.5
"K563","Gallensteinileus",2139.5,2129,1980.5,1730.5
"K574","Divertikulose sowohl des Dünndarmes als auch des Dickdarmes mit Perforation und Abszess",2139.5,2129,1980.5,1730.5
"K575","Divertikulose sowohl des Dünndarmes als auch des Dickdarmes ohne Perforation oder Abszess",2139.5,2129,1980.5,1730.5
"K580","Reizdarmsyndrom mit Diarrhoe",2139.5,2129,1980.5,1730.5
"K591","Funktionelle Diarrhoe",2139.5,2129,1980.5,1730.5
"K592","Neurogene Darmstörung, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"K593","Megakolon, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"K598","Sonstige näher bezeichnete funktionelle Darmstörungen",2139.5,2129,1980.5,1730.5
"K599","Funktionelle Darmstörung, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K601","Chronische Analfissur",2139.5,2129,1980.5,1730.5
"K604","Rektalfistel",2139.5,2129,1980.5,1730.5
"K605","Anorektalfistel",2139.5,2129,1980.5,1730.5
"K610","Analabszess",2139.5,2129,1980.5,1730.5
"K611","Rektalabszess",2139.5,2129,1980.5,1730.5
"K612","Anorektalabszess",2139.5,2129,1980.5,1730.5
"K613","Ischiorektalabszess",2139.5,2129,1980.5,1730.5
"K614","Intrasphinktärer Abszess",2139.5,2129,1980.5,1730.5
"K620","Analpolyp",2139.5,2129,1980.5,1730.5
"K624","Stenose des Anus und des Rektums",2139.5,2129,1980.5,1730.5
"K625","Hämorrhagie des Anus und des Rektums",2139.5,2129,1980.5,1730.5
"K627","Strahlenproktitis",2139.5,2129,1980.5,1730.5
"K628","Sonstige näher bezeichnete Krankheiten des Anus und des Rektums",2139.5,2129,1980.5,1730.5
"K629","Krankheit des Anus und des Rektums, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K630","Darmabszess",2139.5,2129,1980.5,1730.5
"K632","Darmfistel",2139.5,2129,1980.5,1730.5
"K633","Darmulkus",2139.5,2129,1980.5,1730.5
"K638","Sonstige näher bezeichnete Krankheiten des Darmes",2139.5,2129,1980.5,1730.5
"K639","Darmkrankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K644","Marisken als Folgezustand von Hämorrhoiden",2139.5,2129,1980.5,1730.5
"K658","Sonstige Peritonitis",2139.5,2129,1980.5,1730.5
"K661","Hämoperitoneum",2139.5,2129,1980.5,1730.5
"K700","Alkoholische Fettleber",2139.5,2129,1980.5,1730.5
"K701","Alkoholische Hepatitis",2139.5,2129,1980.5,1730.5
"K702","Alkoholische Fibrose und Sklerose der Leber",2139.5,2129,1980.5,1730.5
"K710","Toxische Leberkrankheit mit Cholestase",2139.5,2129,1980.5,1730.5
"K711","Toxische Leberkrankheit mit Lebernekrose",2139.5,2129,1980.5,1730.5
"K712","Toxische Leberkrankheit mit akuter Hepatitis",2139.5,2129,1980.5,1730.5
"K713","Toxische Leberkrankheit mit chronisch-persistierender Hepatitis",2139.5,2129,1980.5,1730.5
"K716","Toxische Leberkrankheit mit Hepatitis, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"K717","Toxische Leberkrankheit mit Fibrose und Zirrhose der Leber",2139.5,2129,1980.5,1730.5
"K718","Toxische Leberkrankheit mit sonstigen Affektionen der Leber",2139.5,2129,1980.5,1730.5
"K720","Akutes und subakutes Leberversagen",2139.5,2129,1980.5,1730.5
"K721","Chronisches Leberversagen",2139.5,2129,1980.5,1730.5
"K730","Chronische persistierende Hepatitis, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"K740","Leberfibrose",2139.5,2129,1980.5,1730.5
"K743","Primäre biliäre Zirrhose",2139.5,2129,1980.5,1730.5
"K750","Leberabszess",2139.5,2129,1980.5,1730.5
"K758","Sonstige näher bezeichnete entzündliche Leberkrankheiten",2139.5,2129,1980.5,1730.5
"K759","Entzündliche Leberkrankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K760","Fettleber [fettige Degeneration], anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"K765","Venöse okklusive Leberkrankheit [Stuart-Bras-Syndrom]",2139.5,2129,1980.5,1730.5
"K766","Portale Hypertonie",2139.5,2129,1980.5,1730.5
"K767","Hepatorenales Syndrom",2139.5,2129,1980.5,1730.5
"K768","Sonstige näher bezeichnete Krankheiten der Leber",2139.5,2129,1980.5,1730.5
"K808","Sonstige Cholelithiasis",2139.5,2129,1980.5,1730.5
"K818","Sonstige Formen der Cholezystitis",2139.5,2129,1980.5,1730.5
"K820","Verschluss der Gallenblase",2139.5,2129,1980.5,1730.5
"K822","Perforation der Gallenblase",2139.5,2129,1980.5,1730.5
"K823","Gallenblasenfistel",2139.5,2129,1980.5,1730.5
"K828","Sonstige näher bezeichnete Krankheiten der Gallenblase",2139.5,2129,1980.5,1730.5
"K832","Perforation des Gallenganges",2139.5,2129,1980.5,1730.5
"K833","Fistel des Gallenganges",2139.5,2129,1980.5,1730.5
"K835","Biliäre Zyste",2139.5,2129,1980.5,1730.5
"K839","Krankheit der Gallenwege, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K850","Idiopathische akute Pankreatitis",2139.5,2129,1980.5,1730.5
"K853","Medikamenten-induzierte akute Pankreatitis",2139.5,2129,1980.5,1730.5
"K859","Akute Pankreatitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K860","Alkoholinduzierte chronische Pankreatitis",2139.5,2129,1980.5,1730.5
"K862","Pankreaszyste",2139.5,2129,1980.5,1730.5
"K863","Pseudozyste des Pankreas",2139.5,2129,1980.5,1730.5
"K868","Sonstige näher bezeichnete Krankheiten des Pankreas",2139.5,2129,1980.5,1730.5
"K900","Zöliakie",2139.5,2129,1980.5,1730.5
"K903","Pankreatogene Steatorrhoe",2139.5,2129,1980.5,1730.5
"K908","Sonstige intestinale Malabsorption",2139.5,2129,1980.5,1730.5
"K909","Intestinale Malabsorption, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"K910","Erbrechen nach gastrointestinalem chirurgischem Eingriff",2139.5,2129,1980.5,1730.5
"K911","Syndrome des operierten Magens",2139.5,2129,1980.5,1730.5
"K912","Malabsorption nach chirurgischem Eingriff, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"K913","Postoperativer Darmverschluss",2139.5,2129,1980.5,1730.5
"K914","Funktionsstörung nach Kolostomie oder Enterostomie",2139.5,2129,1980.5,1730.5
"K928","Sonstige näher bezeichnete Krankheiten des Verdauungssystems",2139.5,2129,1980.5,1730.5
"L000","Staphylococcal scalded skin syndrome [SSS-Syndrom]: Befall von weniger als 30 % der Körperoberfläche",2139.5,2129,1980.5,1730.5
"L001","Staphylococcal scalded skin syndrome [SSS-Syndrom]: Befall von 30 % der Körperoberfläche und mehr",2139.5,2129,1980.5,1730.5
"L011","Sekundäre Impetiginisation anderer Dermatosen",2139.5,2129,1980.5,1730.5
"L020","Hautabszess, Furunkel und Karbunkel im Gesicht",2139.5,2129,1980.5,1730.5
"L023","Hautabszess, Furunkel und Karbunkel am Gesäß",2139.5,2129,1980.5,1730.5
"L028","Hautabszess, Furunkel und Karbunkel an sonstigen Lokalisationen",2139.5,2129,1980.5,1730.5
"L030","Phlegmone an Fingern und Zehen",2139.5,2129,1980.5,1730.5
"L032","Phlegmone im Gesicht",2139.5,2129,1980.5,1730.5
"L033","Phlegmone am Rumpf",2139.5,2129,1980.5,1730.5
"L038","Phlegmone an sonstigen Lokalisationen",2139.5,2129,1980.5,1730.5
"L039","Phlegmone, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"L040","Akute Lymphadenitis an Gesicht, Kopf und Hals",2139.5,2129,1980.5,1730.5
"L041","Akute Lymphadenitis am Rumpf",2139.5,2129,1980.5,1730.5
"L048","Akute Lymphadenitis an sonstigen Lokalisationen",2139.5,2129,1980.5,1730.5
"L050","Pilonidalzyste mit Abszess",2139.5,2129,1980.5,1730.5
"L059","Pilonidalzyste ohne Abszess",2139.5,2129,1980.5,1730.5
"L080","Pyodermie",2139.5,2129,1980.5,1730.5
"L088","Sonstige näher bezeichnete lokale Infektionen der Haut und der Unterhaut",2139.5,2129,1980.5,1730.5
"L089","Lokale Infektion der Haut und der Unterhaut, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"L100","Pemphigus vulgaris",2139.5,2129,1980.5,1730.5
"L102","Pemphigus foliaceus",2139.5,2129,1980.5,1730.5
"L111","Transitorische akantholytische Dermatose [Grover]",2139.5,2129,1980.5,1730.5
"L121","Vernarbendes Pemphigoid",2139.5,2129,1980.5,1730.5
"L128","Sonstige Pemphigoidkrankheiten",2139.5,2129,1980.5,1730.5
"L138","Sonstige näher bezeichnete bullöse Dermatosen",2139.5,2129,1980.5,1730.5
"L139","Bullöse Dermatose, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
